id,happiness,survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,age
7024,4,2,23,69,109,2015,1,1962,1,0,3,3,4.0,1981.0,44000,1,,399.0,0,1,1,1,1,0,0,0,0,158,110,2,2,2,1,1.0,1,1,1,4,1,3,1,5,3,5,5,4,4,1,5,5,5,1,2,4,2,6.0,6.0,1,3,5,2,6,1,2,,,,,1,1,2,2,44000.0,4,2,1,2,0,0,0,0,0,0,0,0,0,1,3,0.0,3,1981.0,1962.0,1981.0,3.0,1.0,1.0,0.0,4.0,,,1947,1,1,2,1948,1,1,2,3,1,3,2,30000.0,3,2,3,3,3,3,3,4,4,3,2,4,5,5,80,70,90,100,80.0,70,80,70,80,3
7025,4,1,27,78,118,2015,1,1987,1,1,1,9,4.0,2013.0,24000,1,,53.0,0,0,0,0,0,0,0,1,0,174,140,5,5,5,5,1.0,4,4,3,2,5,2,2,5,3,2,5,4,3,3,4,4,5,1,3,2,3,7.0,2.0,2,2,4,3,4,3,1,3.0,5.0,1.0,2.0,1,1,2,2,76800.0,3,3,1,2,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,1958,4,1,9,1960,4,1,1,2,1,4,3,50000.0,4,3,4,4,5,5,2,5,3,3,3,3,1,2,80,60,80,80,70.0,70,60,70,70,1
7026,5,1,31,88,133,2015,1,1985,1,1,1,7,4.0,2014.0,30000,4,2003.0,85.0,0,1,0,0,0,0,0,0,0,173,150,5,5,5,2,2.0,1,1,1,3,4,1,1,5,5,5,4,4,2,5,5,5,5,1,1,4,1,,,1,4,8,8,8,8,1,3.0,9.0,1.0,3.0,1,1,2,2,30000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,0,0,,3,2012.0,1986.0,2012.0,6.0,1.0,2.0,10000.0,1.0,3.0,1.0,1960,3,1,16,1962,4,1,1,2,1,3,-8,80000.0,4,3,3,3,4,4,3,4,3,3,-8,3,2,2,70,60,60,80,80.0,70,70,90,90,1
7027,4,1,19,57,91,2015,1,1931,1,1,1,7,4.0,-2.0,100000,4,1949.0,70.0,0,1,0,0,0,0,0,0,0,170,140,2,2,2,4,2.0,4,3,1,4,1,2,1,5,5,1,5,2,5,5,1,5,5,5,1,4,3,,,1,2,6,4,7,3,5,,,,,1,1,2,2,120000.0,2,4,2,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1959.0,1934.0,1959.0,10.0,4.0,5.0,50000.0,5.0,,,-2,-8,1,16,-2,-8,1,16,2,2,4,1,-2.0,2,2,2,2,4,5,4,3,5,4,-8,5,1,3,70,50,50,70,80.0,80,80,85,85,5
7028,4,1,10,26,48,2015,2,1993,1,1,1,12,4.0,2015.0,0,2,,50.0,0,0,0,0,0,0,0,0,1,170,110,5,4,4,2,3.0,2,2,2,4,5,1,1,3,3,3,4,4,3,2,3,4,4,1,3,3,4,4.0,1.0,6,4,4,4,6,5,1,3.0,0.0,1.0,3.0,2,2,1,1,50000.0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,1968,4,1,10,1969,4,1,15,3,2,4,2,100000.0,4,4,4,4,4,4,3,4,3,3,3,3,3,2,90,80,60,70,70.0,70,70,80,80,1
7029,4,2,31,87,130,2015,2,1950,1,1,1,3,2.0,,8000,1,,80.0,0,0,1,0,0,0,0,0,0,158,120,4,4,4,1,1.0,1,1,1,3,1,1,2,5,5,5,5,4,4,4,5,5,5,5,4,4,1,2.0,6.0,1,4,4,3,4,2,4,,,,,2,2,2,2,8000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,2,1,0.0,3,1970.0,1949.0,1970.0,3.0,1.0,1.0,4000.0,4.0,,,1930,1,1,2,1928,1,1,2,2,2,4,2,30000.0,4,4,4,3,5,4,3,3,3,-8,-8,-8,2,5,80,80,-2,-2,-2.0,80,80,-2,75,4
7030,5,2,23,68,108,2015,2,1997,1,1,1,6,1.0,2013.0,0,2,,80.0,0,0,0,0,1,0,0,0,0,161,98,4,5,3,1,1.0,2,3,1,4,4,1,4,5,2,1,5,4,4,1,1,5,5,1,2,4,3,2.0,2.0,2,3,2,1,6,5,6,,,,,1,2,2,2,30000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,1970,3,1,2,1974,3,1,2,2,1,4,-8,30000.0,5,4,5,5,5,-8,3,5,5,4,-8,4,1,4,90,90,100,90,85.0,100,100,90,90,1
7031,3,1,12,32,60,2015,1,1936,1,1,1,1,,,10920,4,1976.0,30.0,0,1,0,0,0,0,0,0,0,180,98,3,2,4,5,1.0,5,1,3,5,1,1,1,5,1,1,5,4,5,5,1,5,5,5,1,5,4,,,1,4,1,1,1,1,5,,,,,1,1,2,2,24000.0,3,1,1,2,0,1,0,0,0,0,0,0,0,2,4,0.0,3,1957.0,1935.0,1957.0,1.0,1.0,5.0,10920.0,5.0,,,-2,1,1,2,-2,1,1,2,3,2,4,-8,24000.0,3,3,3,3,3,3,3,3,3,3,-8,3,3,5,50,60,0,50,60.0,80,60,70,60,4
7032,4,1,11,29,52,2015,1,1984,1,1,1,10,4.0,2006.0,200000,1,,80.0,0,1,0,0,0,0,0,0,0,178,120,2,3,3,5,2.0,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,1,3.0,3.0,2,3,2,2,2,2,1,3.0,10.0,1.0,3.0,1,1,2,2,-3.0,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,,3,-3.0,1986.0,-2.0,-8.0,1.0,5.0,-3.0,1.0,-8.0,1.0,-2,3,1,-8,-2,-8,1,-8,2,2,4,2,200000.0,5,4,3,3,3,4,3,4,4,3,3,3,3,2,80,80,80,80,80.0,80,8,8,80,1
7033,5,1,4,7,15,2015,1,1980,1,1,1,12,4.0,2003.0,100000,1,,79.6,0,0,0,0,0,1,0,0,0,174,147,3,3,4,5,3.0,2,2,3,4,5,5,2,4,3,4,4,3,3,4,2,4,5,1,4,4,3,3.0,2.0,1,3,4,1,5,5,1,3.0,-1.0,1.0,2.0,1,1,1,2,-2.0,5,3,1,2,0,0,1,0,0,0,0,0,0,1,0,1.0,3,2009.0,1982.0,2009.0,11.0,1.0,5.0,100000.0,1.0,3.0,1.0,1954,6,1,1,1954,7,4,1,3,2,5,3,200000.0,4,4,4,4,5,4,4,5,3,3,3,3,3,3,70,80,50,80,70.0,70,90,90,90,2
7034,4,1,27,80,120,2015,2,1960,1,0,3,4,4.0,1980.0,8000,1,,95.0,0,0,0,0,0,0,0,0,1,162,130,4,4,4,2,1.0,2,2,1,4,1,1,1,5,2,4,3,2,4,4,1,5,5,5,2,3,3,1.0,5.0,1,3,5,4,6,2,2,,,,,1,1,2,2,20000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1986.0,1960.0,1986.0,4.0,1.0,2.0,20000.0,1.0,3.0,1.0,-2,2,1,2,-2,1,1,15,2,2,4,2,30000.0,3,3,4,3,3,-8,2,3,3,3,4,4,2,2,80,70,70,50,70.0,70,60,70,70,3
7035,5,1,1,1,2,2015,2,1945,1,1,1,10,4.0,1987.0,40000,4,1980.0,105.0,0,1,1,1,0,0,0,0,0,150,110,3,4,5,2,1.0,5,2,3,5,5,5,1,4,4,1,4,3,3,3,1,4,4,1,2,5,5,7.0,5.0,3,2,5,3,2,7,5,,,,,1,2,2,2,100000.0,2,4,1,2,0,1,0,0,0,0,0,0,0,0,2,0.0,3,1967.0,1937.0,1967.0,12.0,1.0,2.0,60000.0,1.0,3.0,1.0,1909,5,1,1,1915,4,1,15,2,2,-8,3,80000.0,5,4,4,4,5,5,3,5,3,5,-8,5,2,4,60,80,80,60,80.0,70,60,60,60,4
7036,4,1,18,53,87,2015,1,1944,1,1,1,6,3.0,1962.0,25000,4,1983.0,125.0,0,1,0,0,0,0,0,0,0,176,155,5,4,5,2,3.0,2,2,2,4,1,1,1,5,4,3,5,5,5,5,5,5,4,5,3,4,3,3.0,2.0,1,2,5,6,7,5,5,,,,,1,1,2,2,55000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1968.0,1948.0,1968.0,4.0,1.0,2.0,20000.0,5.0,,,-2,12,1,10,-2,1,1,15,1,2,3,2,60000.0,4,4,4,3,4,4,3,4,4,4,3,4,3,3,60,80,70,70,60.0,80,70,60,60,4
7037,4,2,9,21,43,2015,1,1963,1,1,1,6,4.0,1983.0,20000,2,,80.0,0,1,0,0,0,0,0,0,0,160,110,4,4,4,1,1.0,1,1,1,4,2,1,2,5,3,5,5,4,4,5,5,5,5,5,2,3,1,2.0,4.0,1,3,3,2,4,2,2,,,,,1,1,2,2,30000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1987.0,1966.0,1987.0,3.0,1.0,1.0,10000.0,3.0,,,-2,1,1,2,-2,1,1,2,2,1,3,2,30000.0,4,4,3,3,4,3,2,4,3,-8,-8,-8,2,4,70,50,60,60,70.0,65,70,70,65,3
7038,3,1,13,36,67,2015,1,1961,6,1,1,4,4.0,-2.0,18000,1,,40.0,0,1,0,0,0,0,0,0,0,168,120,3,5,5,1,1.0,1,1,1,5,2,3,1,5,2,5,5,3,3,5,5,5,5,5,2,2,3,6.0,6.0,1,3,4,2,5,2,1,3.0,-2.0,1.0,3.0,2,2,2,2,18000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,0,1,0.0,7,-2.0,,,,,,,,,,-2,6,1,1,-2,1,1,2,3,2,4,2,-2.0,3,3,3,3,4,3,2,-8,3,3,-8,2,1,2,90,90,60,60,60.0,60,-2,60,60,3
7039,4,1,6,16,32,2015,1,1994,1,1,1,10,1.0,2013.0,-1,2,,80.0,0,0,0,0,0,0,0,0,1,175,130,4,4,4,1,2.0,2,2,1,4,4,2,1,3,3,3,4,4,3,2,1,4,5,1,2,3,4,2.0,3.0,1,4,5,4,7,4,6,,,,,1,2,2,2,20000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,1971,3,1,5,1971,3,1,2,3,1,3,-8,40000.0,5,4,5,4,5,-8,3,5,4,4,-8,5,3,4,70,70,65,75,60.0,70,70,70,75,1
7040,3,1,1,1,3,2015,1,1947,1,1,1,4,3.0,-2.0,40000,1,,89.0,0,0,0,0,0,0,0,1,0,177,180,2,2,3,2,1.0,3,3,4,5,4,2,1,4,4,2,4,4,4,3,2,4,4,1,3,4,3,2.0,2.0,1,2,6,5,7,6,5,,,,,1,1,2,2,75000.0,4,3,2,1,0,0,1,0,0,0,0,0,0,1,2,0.0,3,1969.0,1947.0,1969.0,4.0,1.0,2.0,35000.0,5.0,,,-2,2,1,10,1923,1,1,16,2,2,4,2,-2.0,4,4,4,4,4,4,4,4,4,4,4,4,3,4,60,60,60,60,70.0,80,80,70,50,4
7041,4,1,10,27,49,2015,2,1995,1,1,1,12,1.0,2013.0,0,2,,42.0,0,0,0,0,1,0,0,0,0,168,130,5,5,3,2,2.0,2,2,1,4,5,1,4,4,4,4,4,4,4,4,2,5,5,1,3,5,3,5.0,5.0,3,3,2,1,3,1,6,,,,,1,2,2,2,20000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,1966,4,1,1,1970,4,1,1,3,1,3,-8,-2.0,4,4,3,3,5,4,4,3,3,3,2,3,3,2,70,75,60,75,80.0,80,90,90,60,1
7042,4,1,9,22,44,2015,2,1954,1,1,1,1,,,80,1,,450.0,0,1,1,0,0,0,0,0,0,150,110,4,4,4,2,1.0,1,1,2,2,1,1,3,5,5,5,5,4,4,5,5,5,5,5,3,2,1,5.0,5.0,1,4,3,4,6,3,1,6.0,1.0,2.0,4.0,1,1,2,2,40000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,1,2.0,3,1973.0,1946.0,1973.0,1.0,1.0,2.0,12000.0,1.0,3.0,1.0,-2,-8,1,-8,-2,1,1,-8,3,2,4,3,50000.0,5,4,5,4,5,4,4,5,1,1,1,1,1,5,80,80,80,60,80.0,80,100,80,80,3
7043,3,1,22,65,103,2015,1,1969,1,1,1,3,4.0,1981.0,20000,1,,60.0,0,0,0,0,0,0,0,0,1,160,105,3,3,3,1,2.0,1,1,1,4,1,1,1,5,5,5,5,5,4,4,4,4,5,5,2,3,2,7.0,6.0,1,2,2,2,2,1,5,,,,,2,2,2,2,20000.0,3,2,0,2,0,1,0,0,0,0,0,0,0,1,0,1.0,3,1998.0,1971.0,1998.0,3.0,1.0,4.0,0.0,5.0,,,1946,3,4,2,-2,3,1,2,3,2,3,3,20000.0,4,4,4,3,4,4,4,4,4,4,4,3,1,3,80,90,70,80,80.0,80,80,85,90,2
7044,5,1,10,27,49,2015,1,1950,1,1,1,10,4.0,1979.0,26000,4,1971.0,73.0,0,1,1,0,0,0,0,0,0,171,125,4,5,5,2,1.0,5,1,1,5,5,2,1,5,5,1,3,3,4,5,1,3,5,1,4,4,2,2.0,3.0,1,4,4,3,3,1,5,,,,,1,1,2,2,40000.0,3,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1978.0,1950.0,1978.0,3.0,1.0,2.0,16000.0,5.0,,,1924,3,1,1,1926,1,1,1,3,3,3,3,42000.0,3,4,-8,-8,5,4,4,4,2,1,-8,4,1,4,60,70,30,10,20.0,10,5,50,60,4
7045,4,1,21,64,101,2015,1,1983,1,1,1,12,4.0,2006.0,100000,4,2015.0,90.0,0,1,0,0,0,0,0,0,0,172,140,4,3,4,2,3.0,1,4,3,4,5,4,1,3,3,2,4,4,2,2,2,4,5,1,3,3,3,7.0,1.0,4,2,5,3,7,3,1,3.0,9.0,1.0,2.0,1,1,1,2,160000.0,1,4,3,1,0,0,1,0,0,0,0,0,0,0,1,1.0,3,2012.0,1988.0,2012.0,12.0,2.0,2.0,60000.0,1.0,3.0,2.0,1954,4,4,1,1959,5,1,1,2,2,3,2,200000.0,4,4,4,4,4,4,4,4,3,4,-8,4,3,2,50,50,50,50,50.0,50,60,60,60,1
7046,3,1,12,32,55,2015,1,1992,1,0,6,3,4.0,2003.0,100000,1,,75.0,0,0,0,0,0,0,0,0,1,180,140,5,5,1,5,3.0,1,1,1,1,5,1,5,4,5,5,5,5,3,3,5,2,5,1,1,2,1,,,2,1,10,10,10,10,1,2.0,10.0,1.0,1.0,2,2,2,2,400000.0,4,4,1,2,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,1967,4,1,9,1967,1,1,9,1,2,-8,4,-2.0,1,1,1,1,1,1,1,1,1,1,-8,1,1,1,0,0,0,0,0.0,0,0,60,0,1
7047,5,1,19,56,90,2015,1,1986,1,1,1,12,4.0,2008.0,55000,1,,120.0,0,0,0,0,1,0,0,0,0,178,146,5,5,5,2,1.0,3,2,1,4,5,4,1,4,4,2,5,4,2,1,1,5,5,1,2,4,5,7.0,2.0,4,4,5,6,5,3,1,3.0,7.0,1.0,3.0,1,1,2,2,150000.0,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,1960,11,1,1,1960,4,1,1,2,2,4,3,120000.0,4,5,5,5,5,5,3,5,4,5,-8,5,1,3,90,90,70,80,90.0,80,95,95,90,1
7048,5,1,5,8,24,2015,2,1993,1,1,1,10,4.0,2013.0,10000,1,,40.0,0,0,0,0,1,0,0,0,0,170,125,4,4,4,2,2.0,2,2,2,4,5,1,3,3,2,3,4,4,4,1,4,5,5,1,2,4,3,7.0,5.0,1,2,5,5,7,5,1,3.0,2.0,1.0,3.0,1,2,2,2,30000.0,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,,1,,,,,,,,,,,1969,4,1,1,1971,4,1,15,3,1,4,2,50000.0,3,2,2,2,4,3,2,4,3,3,-8,3,1,2,70,70,70,70,70.0,70,60,60,60,1
7049,4,2,15,43,74,2015,2,1947,1,1,1,3,2.0,,-1,1,,50.0,0,1,0,0,0,0,0,0,0,160,120,4,4,4,1,1.0,3,2,4,4,1,1,2,5,5,5,5,4,2,5,5,5,5,5,3,4,2,2.0,2.0,6,4,5,4,5,4,4,,,,,1,1,2,2,-1.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,3,0.0,3,1975.0,1947.0,1975.0,3.0,1.0,1.0,-1.0,5.0,,,-2,1,1,2,-2,1,1,2,2,2,4,2,-2.0,4,4,4,3,4,-8,3,3,3,-8,-8,-8,2,4,70,70,70,70,70.0,70,70,70,70,4
7050,2,1,21,61,97,2015,2,1961,1,1,1,3,4.0,-2.0,3000,1,,200.0,0,0,1,0,0,0,0,0,0,155,130,5,5,4,4,1.0,1,1,1,4,1,1,2,5,4,5,5,4,2,5,5,5,5,5,4,4,1,1.0,2.0,1,1,5,6,-8,-8,1,3.0,40.0,1.0,3.0,1,2,2,2,30000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,1,1.0,3,1986.0,1961.0,1986.0,3.0,1.0,4.0,20000.0,5.0,,,-2,-8,1,2,-2,-8,1,2,3,1,4,3,20000.0,3,3,3,3,-8,-8,3,3,-8,-8,-8,-8,2,5,60,60,60,60,60.0,60,60,60,60,3
7051,4,1,16,47,79,2015,2,1959,1,1,1,4,4.0,1976.0,0,1,,135.0,0,0,1,0,0,0,0,0,0,152,85,2,3,3,1,1.0,1,1,1,4,3,1,1,5,5,5,5,4,4,5,5,5,5,5,3,2,1,2.0,3.0,1,3,5,5,5,5,3,,,,,1,2,2,2,20000.0,2,-8,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1980.0,1956.0,1980.0,3.0,1.0,1.0,20000.0,1.0,5.0,2.0,1918,1,1,2,1921,-8,1,-8,2,2,3,-8,-2.0,2,2,2,2,2,2,1,2,2,2,2,2,1,3,-2,-2,-2,-2,-2.0,-2,-2,-2,-2,3
7052,2,1,31,88,133,2015,1,1963,1,1,1,6,4.0,1980.0,0,1,,40.0,0,0,0,0,1,0,0,0,0,160,120,2,5,2,2,1.0,1,1,1,4,1,1,1,5,4,5,5,4,-8,4,5,5,5,5,2,5,1,7.0,6.0,1,3,1,4,1,3,5,,,,,1,1,2,2,15000.0,3,1,1,2,0,1,0,0,0,0,0,0,0,0,1,0.0,3,1987.0,1965.0,1987.0,4.0,1.0,2.0,9000.0,1.0,5.0,2.0,1920,3,1,4,1925,1,1,5,3,3,-8,-8,20000.0,3,4,-8,-8,5,-8,5,4,-8,-8,-8,-8,1,2,80,60,50,70,30.0,70,70,80,80,3
7053,4,1,1,1,2,2015,1,1973,1,1,1,13,4.0,1997.0,-3,1,,131.0,0,1,0,0,0,0,0,0,0,183,160,5,5,5,2,1.0,3,3,3,5,5,5,1,4,2,3,4,4,3,3,3,5,5,1,2,4,4,6.0,4.0,3,3,5,5,5,5,1,3.0,18.0,1.0,2.0,1,1,2,2,-3.0,3,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1.0,3,2002.0,1975.0,2002.0,12.0,1.0,2.0,-3.0,1.0,3.0,1.0,1946,11,1,1,1950,9,1,1,2,2,3,2,20000.0,3,3,3,3,3,3,3,3,3,3,3,3,2,3,-3,-3,-3,-3,-3.0,-3,-3,-3,-3,2
7054,4,1,26,74,114,2015,2,1975,8,1,1,3,4.0,-2.0,20000,1,,200.0,0,1,1,0,0,0,0,0,0,155,105,3,3,3,1,1.0,2,2,2,4,4,2,3,4,3,4,5,4,4,4,4,5,2,2,4,4,2,3.0,5.0,-8,2,5,7,7,2,4,,,,,1,1,-1,-1,50000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1992.0,1973.0,1992.0,3.0,4.0,1.0,30000.0,4.0,,,-2,3,1,2,-2,1,1,2,2,3,3,2,-2.0,3,3,3,3,4,3,2,2,3,3,2,3,2,3,90,90,80,90,90.0,70,60,80,80,2
7055,4,1,12,32,60,2015,2,1985,1,1,1,4,4.0,2002.0,10000,1,,160.0,0,0,0,0,1,0,0,0,0,163,116,4,4,5,1,2.0,2,3,3,4,4,3,1,3,3,2,4,4,2,2,5,5,5,1,1,3,1,,,1,3,4,6,5,6,1,3.0,7.0,1.0,3.0,2,2,2,2,30000.0,8,3,1,2,0,1,0,0,0,0,0,0,0,1,0,1.0,3,2007.0,1983.0,2007.0,3.0,1.0,4.0,10000.0,5.0,,,1955,1,1,2,1958,1,1,2,2,2,2,2,80000.0,4,3,4,3,5,4,1,4,3,3,-8,3,1,4,50,70,80,70,60.0,90,90,70,70,1
7056,4,1,18,51,84,2015,1,1952,1,1,1,3,4.0,1968.0,15000,4,1973.0,140.0,0,1,1,0,0,0,0,0,0,165,120,4,4,4,1,1.0,4,4,1,3,1,2,2,5,4,1,5,4,4,5,1,5,5,5,2,2,4,5.0,5.0,2,4,5,3,6,2,1,3.0,40.0,1.0,2.0,1,1,2,2,15000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1977.0,1956.0,1977.0,1.0,1.0,1.0,0.0,4.0,,,1935,1,4,2,1932,1,1,2,2,1,4,2,30000.0,5,5,4,4,5,4,3,4,4,4,4,4,2,4,80,80,70,85,60.0,60,85,50,50,3
7057,4,2,19,57,92,2015,2,1987,1,1,4,4,4.0,2002.0,-1,1,,18.0,0,0,0,0,0,0,0,1,1,158,130,5,5,3,1,3.0,1,1,2,5,5,2,1,3,3,4,4,3,4,4,3,5,5,1,2,4,1,5.0,6.0,2,2,5,2,7,4,1,2.0,12.0,2.0,4.0,1,1,2,2,30000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,1,1,2.0,3,2008.0,1985.0,2008.0,4.0,1.0,1.0,30000.0,1.0,2.0,1.0,1963,3,1,2,1963,3,1,2,2,2,3,3,100000.0,4,3,4,3,5,3,3,3,2,3,4,4,2,3,80,90,80,80,90.0,80,90,80,70,1
7058,5,1,26,75,115,2015,2,1951,1,1,1,4,4.0,1967.0,110400,1,,115.0,0,0,0,1,0,0,0,0,0,162,132,5,4,5,2,3.0,5,4,5,5,2,2,1,5,1,2,3,4,3,1,1,4,4,5,4,5,5,2.0,3.0,6,2,6,5,7,2,5,,,,,1,1,2,2,79200.0,3,4,2,2,0,1,0,0,0,0,0,0,0,1,1,0.0,3,1975.0,1950.0,1975.0,4.0,1.0,5.0,28800.0,5.0,,,1919,1,1,5,1921,1,1,1,2,1,2,1,72000.0,5,4,4,4,5,5,2,5,2,4,2,4,1,2,70,60,50,50,70.0,80,70,80,70,3
7059,5,1,27,79,119,2015,2,1958,1,1,1,4,4.0,1976.0,30000,1,,40.0,0,1,1,0,0,0,0,0,0,165,140,3,5,5,2,2.0,3,3,2,2,4,1,3,4,4,2,4,2,1,5,1,5,3,2,2,3,3,6.0,1.0,1,4,5,5,5,3,5,,,,,1,1,2,2,60000.0,2,2,2,2,0,1,0,0,0,0,0,0,0,1,0,0.0,3,1981.0,1955.0,1981.0,4.0,1.0,2.0,30000.0,5.0,,,-2,3,1,1,1926,1,1,15,3,2,4,3,50000.0,5,4,3,3,5,4,3,3,2,2,3,3,2,5,80,70,85,70,85.0,85,80,70,80,3
7060,4,2,21,62,98,2015,2,1965,8,1,1,3,3.0,,10000,1,,240.0,0,0,1,0,0,0,0,0,0,155,102,1,2,2,1,1.0,1,1,1,4,1,1,1,5,5,5,5,3,4,5,5,5,5,5,4,4,1,1.0,1.0,1,3,6,5,7,3,3,,,,,1,2,2,2,20000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,0,2,0.0,3,1989.0,1964.0,1989.0,3.0,1.0,1.0,22000.0,4.0,,,-2,1,4,2,-2,1,1,2,2,1,4,-8,24000.0,5,4,4,4,5,2,2,-8,4,5,2,2,1,5,80,70,80,80,70.0,80,70,80,70,3
7061,4,2,26,74,114,2015,2,1945,1,1,1,3,3.0,,-1,1,,600.0,0,0,0,1,0,0,0,0,0,158,90,4,5,4,1,1.0,1,1,1,5,1,1,1,5,5,5,5,4,4,5,5,5,5,5,4,3,1,1.0,5.0,3,4,4,1,5,2,3,,,,,1,1,2,2,20000.0,6,3,1,2,0,1,0,0,0,0,0,0,0,2,1,3.0,3,1999.0,1976.0,1999.0,4.0,1.0,1.0,-3.0,3.0,,,-2,1,1,2,-2,1,1,2,2,2,3,-8,-2.0,4,2,3,2,4,3,1,4,2,2,2,2,1,5,40,50,50,60,50.0,60,70,50,60,4
7062,1,2,31,87,131,2015,1,1975,1,1,1,3,4.0,1989.0,10000,1,,60.0,0,1,0,0,0,0,0,0,0,175,100,1,1,1,1,1.0,1,1,2,4,1,1,1,5,5,5,4,5,5,5,5,5,5,5,2,3,1,5.0,6.0,1,2,2,5,1,1,3,,,,,1,2,2,2,10000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,1,0,1.0,6,1998.0,,,,,,,,,,1949,3,1,2,1951,3,1,16,3,3,2,2,20000.0,5,4,4,4,4,-8,3,3,4,3,-8,4,1,4,70,50,60,50,50.0,50,40,70,60,2
7063,4,1,1,1,4,2015,2,1939,1,1,1,3,-8.0,-2.0,36000,1,,36.7,0,0,0,1,0,0,0,0,0,170,130,3,-8,4,2,1.0,1,1,5,5,1,1,1,5,2,5,5,4,4,5,2,5,5,5,3,4,1,3.0,5.0,1,1,5,3,5,2,5,,,,,1,2,2,2,36000.0,1,4,2,2,1,0,0,0,0,0,0,0,0,1,2,0.0,7,1958.0,,,,,,,,,,-2,-8,1,-8,-2,-8,1,11,2,2,3,2,50000.0,2,3,3,2,4,2,1,4,2,3,-8,3,1,3,80,90,95,85,90.0,95,90,95,85,4
7064,4,1,26,76,116,2015,1,1968,1,1,4,4,4.0,1984.0,10000,1,,90.0,0,1,0,0,0,0,0,0,0,170,130,4,5,5,5,1.0,2,2,1,3,3,1,2,5,4,3,5,3,3,5,4,5,5,2,3,3,2,6.0,4.0,6,3,5,3,6,3,1,8.0,28.0,1.0,2.0,1,1,2,2,10000.0,4,3,2,1,0,1,0,0,0,0,0,0,0,2,0,0.0,3,1995.0,1970.0,1995.0,4.0,1.0,5.0,0.0,5.0,,,-2,1,1,2,-2,1,1,2,2,2,4,2,500000.0,3,3,-8,-8,4,4,3,4,3,4,3,4,3,3,50,60,60,60,60.0,60,60,60,60,2
